case_id	stem	cc	group	sources
104131-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_01	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_01.cpp
104132-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_02	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_02.cpp
104133-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_03	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_03.cpp
104134-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_04	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_04.cpp
104135-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_05	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_05.cpp
104136-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_06	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_06.cpp
104137-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_07	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_07.cpp
104138-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_08	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_08.cpp
104139-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_09	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_09.cpp
104140-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_10	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_10.cpp
104141-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_11	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_11.cpp
104143-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_13	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_13.cpp
104144-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_14	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_14.cpp
104145-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_15	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_15.cpp
104146-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_16	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_16.cpp
104147-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_17	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_17.cpp
104148-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_18	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_18.cpp
104149-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_43.cpp
104150-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_62b.cpp
104151-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_63a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_63a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_63b.cpp
104152-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_64a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_64a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_no_init_64b.cpp
104153-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_01	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_01.cpp
104154-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_02	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_02.cpp
104155-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_03	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_03.cpp
104156-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_04	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_04.cpp
104157-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_05	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_05.cpp
104158-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_06	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_06.cpp
104159-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_07	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_07.cpp
104160-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_08	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_08.cpp
104161-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_09	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_09.cpp
104162-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_10	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_10.cpp
104163-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_11	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_11.cpp
104165-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_13	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_13.cpp
104166-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_14	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_14.cpp
104167-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_15	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_15.cpp
104168-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_16	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_16.cpp
104169-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_17	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_17.cpp
104170-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_18	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_18.cpp
104171-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_43	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_43.cpp
104172-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_62b.cpp
104173-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_63a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_63a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_63b.cpp
104174-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_64a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_64a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_declare_partial_init_64b.cpp
104194-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_62a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_62a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_62b.cpp
104195-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_63a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_63a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_63b.cpp
104196-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_64a	g++	values	src/testcasesupport/io.c,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_64a.cpp,s01/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_no_init_64b.cpp
104216-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_62a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_62a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_62b.cpp
104217-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_63a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_63a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_63b.cpp
104218-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_64a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_64a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_malloc_partial_init_64b.cpp
104219-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_01	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_01.cpp
104220-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_02	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_02.cpp
104221-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_03	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_03.cpp
104222-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_04	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_04.cpp
104223-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_05	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_05.cpp
104224-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_06	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_06.cpp
104225-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_07	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_07.cpp
104226-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_08	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_08.cpp
104227-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_09	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_09.cpp
104228-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_10	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_10.cpp
104229-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_11	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_11.cpp
104231-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_13	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_13.cpp
104232-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_14	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_14.cpp
104233-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_15	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_15.cpp
104234-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_16	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_16.cpp
104235-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_17	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_17.cpp
104236-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_18	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_18.cpp
104237-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_43	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_43.cpp
104238-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_62a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_62a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_62b.cpp
104239-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_63a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_63a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_63b.cpp
104240-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_64a	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_64a.cpp,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_no_init_64b.cpp
104241-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_01	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_01.cpp
104242-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_02	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_02.cpp
104243-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_03	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_03.cpp
104244-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_04	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_04.cpp
104245-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_05	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_05.cpp
104246-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_06	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_06.cpp
104247-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_07	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_07.cpp
104248-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_08	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_08.cpp
104249-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_09	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_09.cpp
104250-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_10	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_10.cpp
104251-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_11	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_11.cpp
104253-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_13	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_13.cpp
104254-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_14	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_14.cpp
104255-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_15	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_15.cpp
104256-v1.0.0	CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_16	g++	values	src/testcasesupport/io.c,s02/CWE457_Use_of_Uninitialized_Variable__twointsclass_array_new_partial_init_16.cpp
